course_title,skills,rating,review_count,level,duration,skills_list,filtered_skills,Algorithms,Business Analysis,Cloud Computing,Communication,Computer Programming,Critical Thinking,Data Analysis,Data Management,Data Visualization,Databases,Decision Making,Entrepreneurship,Finance,General Statistics,Human Learning,Leadership and Management,Machine Learning,Machine Learning Algorithms,Marketing,Planning,Probability & Statistics,Problem Solving,Python Programming,Strategy,Strategy and Operations
The Bits and Bytes of Computer Networking,"{"" Computer Networking"","" Network Architecture"","" Network Model"","" Networking Hardware"","" Network Analysis"","" Critical Thinking"","" Problem Solving"","" Computer Architecture"","" Human Computer Interaction"","" Network Security"","" Cloud Computing""}",4.7,46400.0,Beginner , 1 - 3 Months,"['Computer Networking', 'Network Architecture', 'Network Model', 'Networking Hardware', 'Network Analysis', 'Critical Thinking', 'Problem Solving', 'Computer Architecture', 'Human Computer Interaction', 'Network Security', 'Cloud Computing']","['Critical Thinking', 'Problem Solving', 'Cloud Computing']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAP Technology Consultant,"{"" Leadership and Management"","" Strategy and Operations"","" Cloud-Based Integration"","" Business Analysis"","" Business Transformation"","" Business Process Management"","" Cloud Applications"","" Strategy"","" Customer Analysis"","" Planning"","" Product Management"","" Project Management"","" Business Intelligence"","" Software As A Service"","" Supply Chain and Logistics"","" Cloud Standards"","" Cloud Computing"","" Network Architecture"","" Software Architecture"","" System Software"","" Communication""}",4.7,494.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Strategy and Operations', 'Cloud-Based Integration', 'Business Analysis', 'Business Transformation', 'Business Process Management', 'Cloud Applications', 'Strategy', 'Customer Analysis', 'Planning', 'Product Management', 'Project Management', 'Business Intelligence', 'Software As A Service', 'Supply Chain and Logistics', 'Cloud Standards', 'Cloud Computing', 'Network Architecture', 'Software Architecture', 'System Software', 'Communication']","['Leadership and Management', 'Strategy and Operations', 'Business Analysis', 'Strategy', 'Planning', 'Cloud Computing', 'Communication']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
IBM Machine Learning,"{"" Machine Learning"","" Machine Learning Algorithms"","" Human Learning"","" Statistical Machine Learning"","" Data Analysis"","" Algorithms"","" Probability & Statistics"","" Applied Machine Learning"","" Forecasting"","" General Statistics"","" Statistical Analysis"","" Regression"","" Deep Learning"","" Python Programming"","" Machine Learning Software"","" Artificial Neural Networks"","" Exploratory Data Analysis"","" Feature Engineering"","" Dimensionality Reduction"","" Statistical Tests"","" Reinforcement Learning"","" Data Model"","" Data Structures"","" Network Model"","" Tensorflow""}",4.6,1900.0,Intermediate , 3 - 6 Months,"['Machine Learning', 'Machine Learning Algorithms', 'Human Learning', 'Statistical Machine Learning', 'Data Analysis', 'Algorithms', 'Probability & Statistics', 'Applied Machine Learning', 'Forecasting', 'General Statistics', 'Statistical Analysis', 'Regression', 'Deep Learning', 'Python Programming', 'Machine Learning Software', 'Artificial Neural Networks', 'Exploratory Data Analysis', 'Feature Engineering', 'Dimensionality Reduction', 'Statistical Tests', 'Reinforcement Learning', 'Data Model', 'Data Structures', 'Network Model', 'Tensorflow']","['Machine Learning', 'Machine Learning Algorithms', 'Human Learning', 'Data Analysis', 'Algorithms', 'Probability & Statistics', 'General Statistics', 'Python Programming']",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0
"TESOL Certificate, Part 1: Teach English Now!","{"" Human Learning"","" Planning"","" Strategy"","" Mergers & Acquisitions""}",4.9,16900.0,Beginner , 3 - 6 Months,"['Human Learning', 'Planning', 'Strategy', 'Mergers & Acquisitions']","['Human Learning', 'Planning', 'Strategy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Preparing for Google Cloud Certification: Cloud Architect,"{"" Google Cloud Platform"","" Cloud Computing"","" Cloud Applications"","" Cloud Engineering"","" Cloud Platforms"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Storage"","" Other Cloud Platforms and Tools"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Networking"","" DevOps"","" Google App Engine"","" Computer Architecture"","" Kubernetes"","" Billing & Invoicing"","" Computer Security Models"","" Critical Thinking"","" Network Architecture"","" Computer Programming"","" Operational Analysis"","" Software Testing"","" Leadership and Management""}",4.7,57900.0,Intermediate , 3 - 6 Months,"['Google Cloud Platform', 'Cloud Computing', 'Cloud Applications', 'Cloud Engineering', 'Cloud Platforms', 'Cloud Infrastructure', 'Cloud Management', 'Cloud Storage', 'Other Cloud Platforms and Tools', 'Cloud Standards', 'Cloud-Based Integration', 'Computer Networking', 'DevOps', 'Google App Engine', 'Computer Architecture', 'Kubernetes', 'Billing & Invoicing', 'Computer Security Models', 'Critical Thinking', 'Network Architecture', 'Computer Programming', 'Operational Analysis', 'Software Testing', 'Leadership and Management']","['Cloud Computing', 'Critical Thinking', 'Computer Programming', 'Leadership and Management']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IBM Introduction to Machine Learning,"{"" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Statistical Machine Learning"","" Human Learning"","" Probability & Statistics"","" Applied Machine Learning"","" Data Analysis"","" Regression"","" General Statistics"","" Feature Engineering"","" Machine Learning Software"","" Exploratory Data Analysis"","" Dimensionality Reduction"","" Statistical Analysis"","" Data Model"","" Statistical Tests"","" Data Structures""}",4.6,1800.0,Intermediate , 3 - 6 Months,"['Machine Learning', 'Machine Learning Algorithms', 'Algorithms', 'Statistical Machine Learning', 'Human Learning', 'Probability & Statistics', 'Applied Machine Learning', 'Data Analysis', 'Regression', 'General Statistics', 'Feature Engineering', 'Machine Learning Software', 'Exploratory Data Analysis', 'Dimensionality Reduction', 'Statistical Analysis', 'Data Model', 'Statistical Tests', 'Data Structures']","['Machine Learning', 'Machine Learning Algorithms', 'Algorithms', 'Human Learning', 'Probability & Statistics', 'Data Analysis', 'General Statistics']",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
Advanced Learning Algorithms,"{"" Applied Machine Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Network Model"","" Tensorflow"","" Machine Learning Software"","" Python Programming""}",4.9,4000.0,Beginner , 1 - 4 Weeks,"['Applied Machine Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Algorithms', 'Artificial Neural Networks', 'Deep Learning', 'Network Model', 'Tensorflow', 'Machine Learning Software', 'Python Programming']","['Machine Learning', 'Machine Learning Algorithms', 'Algorithms', 'Python Programming']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Preparing for Google Cloud Certification: Cloud Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud Infrastructure"","" Cloud Management"","" Computer Networking"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Architecture"","" Google App Engine"","" Other Cloud Platforms and Tools"","" DevOps"","" Computer Programming Tools"","" Kubernetes"","" Network Architecture"","" Computer Programming"","" Billing & Invoicing"","" Leadership and Management""}",4.7,57700.0,Intermediate , 3 - 6 Months,"['Cloud Computing', 'Google Cloud Platform', 'Cloud Platforms', 'Cloud Applications', 'Cloud Engineering', 'Cloud Storage', 'Cloud Infrastructure', 'Cloud Management', 'Computer Networking', 'Cloud Standards', 'Cloud-Based Integration', 'Computer Architecture', 'Google App Engine', 'Other Cloud Platforms and Tools', 'DevOps', 'Computer Programming Tools', 'Kubernetes', 'Network Architecture', 'Computer Programming', 'Billing & Invoicing', 'Leadership and Management']","['Cloud Computing', 'Computer Programming', 'Leadership and Management']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Architecting with Google Compute Engine,"{"" Cloud Applications"","" Cloud Computing"","" Google Cloud Platform"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Management"","" Other Cloud Platforms and Tools"","" Cloud Engineering"","" Cloud Storage"","" Cloud-Based Integration"","" Computer Networking"","" Google App Engine"","" Network Architecture"","" Computer Programming"","" Kubernetes"","" Leadership and Management""}",4.7,56800.0,Intermediate , 3 - 6 Months,"['Cloud Applications', 'Cloud Computing', 'Google Cloud Platform', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Management', 'Other Cloud Platforms and Tools', 'Cloud Engineering', 'Cloud Storage', 'Cloud-Based Integration', 'Computer Networking', 'Google App Engine', 'Network Architecture', 'Computer Programming', 'Kubernetes', 'Leadership and Management']","['Cloud Computing', 'Computer Programming', 'Leadership and Management']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Prepare Data for Exploration,"{"" Data Management"","" Data Analysis"","" Databases"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",4.8,17500.0,Beginner , 1 - 3 Months,"['Data Management', 'Data Analysis', 'Databases', 'Microsoft Excel', 'SQL', 'Spreadsheet Software']","['Data Management', 'Data Analysis', 'Databases']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neural Networks and Deep Learning,"{"" Artificial Neural Networks"","" Deep Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Python Programming"","" Computer Programming"","" Network Architecture"","" Network Model"","" Calculus"","" Human Learning"","" Regression"","" Mathematics""}",4.9,120100.0,Intermediate , 1 - 4 Weeks,"['Artificial Neural Networks', 'Deep Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Python Programming', 'Computer Programming', 'Network Architecture', 'Network Model', 'Calculus', 'Human Learning', 'Regression', 'Mathematics']","['Machine Learning', 'Machine Learning Algorithms', 'Python Programming', 'Computer Programming', 'Human Learning']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
Microsoft 365 Fundamentals,"{"" Visual Design"","" Communication"","" Microsoft Excel"","" Data Visualization"","" Interactive Data Visualization"","" Spreadsheet Software"","" Computer Graphics"","" Critical Thinking"","" Data Analysis"","" Visualization (Computer Graphics)"","" Business Communication"","" Collaboration"","" Data Model"","" User Experience"","" Computer Graphic Techniques"","" Research and Design"","" Statistical Visualization"","" User Experience Design"","" Writing"","" Data Analysis Software"","" Graphic Design"","" Operational Analysis"","" Databases"","" Marketing Design"","" Software Architecture""}",4.7,2700.0,Beginner , 3 - 6 Months,"['Visual Design', 'Communication', 'Microsoft Excel', 'Data Visualization', 'Interactive Data Visualization', 'Spreadsheet Software', 'Computer Graphics', 'Critical Thinking', 'Data Analysis', 'Visualization (Computer Graphics)', 'Business Communication', 'Collaboration', 'Data Model', 'User Experience', 'Computer Graphic Techniques', 'Research and Design', 'Statistical Visualization', 'User Experience Design', 'Writing', 'Data Analysis Software', 'Graphic Design', 'Operational Analysis', 'Databases', 'Marketing Design', 'Software Architecture']","['Communication', 'Data Visualization', 'Critical Thinking', 'Data Analysis', 'Databases']",0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leading the Modern Day Business,"{"" Leadership and Management"","" Strategy and Operations"","" Entrepreneurship"","" Marketing"","" Sales"","" Strategy"","" Business Analysis"","" Business Transformation"","" Product Management"","" Business Process Management"","" Creativity"","" Innovation"","" Planning"","" Product Strategy"","" Storytelling""}",4.7,19300.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Strategy and Operations', 'Entrepreneurship', 'Marketing', 'Sales', 'Strategy', 'Business Analysis', 'Business Transformation', 'Product Management', 'Business Process Management', 'Creativity', 'Innovation', 'Planning', 'Product Strategy', 'Storytelling']","['Leadership and Management', 'Strategy and Operations', 'Entrepreneurship', 'Marketing', 'Strategy', 'Business Analysis', 'Planning']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1
Gestión de Proyectos de Google,"{"" Leadership and Management"","" Project Management"","" Strategy and Operations"","" Organizational Development"","" Planning"","" Strategy"","" Collaboration"","" Communication"","" Adaptability"","" Change Management"","" Critical Thinking"","" Decision Making"","" Media Strategy & Planning"","" Process Analysis"","" Probability & Statistics"","" Risk Management"","" Scrum (Software Development)"","" Agile Software Development"","" Budget Management"","" Natural Language Processing"","" Product Management"","" Search Engine Optimization"","" Business Communication"","" Product Development"","" Software Engineering"","" Supply Chain and Logistics""}",4.9,6000.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Project Management', 'Strategy and Operations', 'Organizational Development', 'Planning', 'Strategy', 'Collaboration', 'Communication', 'Adaptability', 'Change Management', 'Critical Thinking', 'Decision Making', 'Media Strategy & Planning', 'Process Analysis', 'Probability & Statistics', 'Risk Management', 'Scrum (Software Development)', 'Agile Software Development', 'Budget Management', 'Natural Language Processing', 'Product Management', 'Search Engine Optimization', 'Business Communication', 'Product Development', 'Software Engineering', 'Supply Chain and Logistics']","['Leadership and Management', 'Strategy and Operations', 'Planning', 'Strategy', 'Communication', 'Critical Thinking', 'Decision Making', 'Probability & Statistics']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1
Digital Product Management,"{"" Agile Software Development"","" Product Management"","" Leadership and Management"","" Design and Product"","" Software Engineering"","" Product Development"","" Project Management"","" User Experience"","" Customer Analysis"","" Product Design"","" Research and Design"","" Data Analysis"","" Business Analysis"","" Communication"","" Continuous Delivery"","" Planning"","" Probability Distribution"","" Product Strategy"","" Strategy""}",4.7,9100.0,Beginner , 3 - 6 Months,"['Agile Software Development', 'Product Management', 'Leadership and Management', 'Design and Product', 'Software Engineering', 'Product Development', 'Project Management', 'User Experience', 'Customer Analysis', 'Product Design', 'Research and Design', 'Data Analysis', 'Business Analysis', 'Communication', 'Continuous Delivery', 'Planning', 'Probability Distribution', 'Product Strategy', 'Strategy']","['Leadership and Management', 'Data Analysis', 'Business Analysis', 'Communication', 'Planning', 'Strategy']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Modern Project Management,"{"" Business Analysis"","" Communication"","" Project Management"","" Risk Management""}",4.6,108.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Communication', 'Project Management', 'Risk Management']","['Business Analysis', 'Communication']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
