course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
Principles of Sustainable Finance,"{"" Finance"","" Risk Management"","" Critical Thinking"","" Financial Management"","" Leadership and Management"","" Strategy and Operations"","" Business Transformation"","" Decision Making"","" Financial Analysis"","" Strategy""}",4.7,1500.0,Intermediate , 1 - 3 Months,"['Finance', 'Risk Management', 'Critical Thinking', 'Financial Management', 'Leadership and Management', 'Strategy and Operations', 'Business Transformation', 'Decision Making', 'Financial Analysis', 'Strategy']",finance | risk management | critical thinking | financial management | leadership and management | strategy and operations | business transformation | decision making | financial analysis | strategy,"['finance', 'risk management', 'critical thinking', 'leadership and management', 'strategy and operations', 'decision making', 'strategy']",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
Marketing Analytics,"{"" Business Analysis"","" Data Analysis"","" Market Analysis"","" Marketing"","" Brand Management"","" Customer Analysis"","" Customer Relationship Management"","" Strategy"","" Digital Marketing"","" Probability & Statistics"","" Regression""}",4.7,6300.0,Beginner , 1 - 3 Months,"['Business Analysis', 'Data Analysis', 'Market Analysis', 'Marketing', 'Brand Management', 'Customer Analysis', 'Customer Relationship Management', 'Strategy', 'Digital Marketing', 'Probability & Statistics', 'Regression']",business analysis | data analysis | market analysis | marketing | brand management | customer analysis | customer relationship management | strategy | digital marketing | probability & statistics | regression,"['business analysis', 'data analysis', 'marketing', 'strategy', 'probability & statistics']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Fractal Data Science,"{"" Communication"","" Critical Thinking"","" Data Analysis"","" Data Model"","" Exploratory Data Analysis"","" Feature Engineering"","" Power BI"","" Problem Solving"","" SQL"","" Storytelling""}",3.9,19.0,Beginner , 3 - 6 Months,"['Communication', 'Critical Thinking', 'Data Analysis', 'Data Model', 'Exploratory Data Analysis', 'Feature Engineering', 'Power BI', 'Problem Solving', 'SQL', 'Storytelling']",communication | critical thinking | data analysis | data model | exploratory data analysis | feature engineering | power bi | problem solving | sql | storytelling,"['communication', 'critical thinking', 'data analysis', 'problem solving', 'sql']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Programming with JavaScript,"{"" Javascript"","" Front-End Web Development"","" Computer Programming"","" Web Development Tools""}",4.7,3100.0,Beginner , 1 - 3 Months,"['Javascript', 'Front-End Web Development', 'Computer Programming', 'Web Development Tools']",javascript | front-end web development | computer programming | web development tools,['computer programming'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coaching Skills for Managers,"{"" Leadership and Management"","" Human Resources"","" Communication"","" Employee Relations"","" People Management"","" Leadership Development"","" People Development"","" Performance Management"","" Professional Development"","" Organizational Development"","" Talent Management"","" Business Psychology"","" Emotional Intelligence"","" Problem Solving"","" Training"","" People Analysis"","" Entrepreneurship"","" Strategy and Operations"","" Strategy""}",4.8,2500.0,Intermediate , 3 - 6 Months,"['Leadership and Management', 'Human Resources', 'Communication', 'Employee Relations', 'People Management', 'Leadership Development', 'People Development', 'Performance Management', 'Professional Development', 'Organizational Development', 'Talent Management', 'Business Psychology', 'Emotional Intelligence', 'Problem Solving', 'Training', 'People Analysis', 'Entrepreneurship', 'Strategy and Operations', 'Strategy']",leadership and management | human resources | communication | employee relations | people management | leadership development | people development | performance management | professional development | organizational development | talent management | business psychology | emotional intelligence | problem solving | training | people analysis | entrepreneurship | strategy and operations | strategy,"['leadership and management', 'communication', 'problem solving', 'strategy and operations', 'strategy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Driving business towards the Sustainable Development Goals,"{"" Critical Thinking"","" Innovation"","" Leadership and Management"","" Problem Solving"","" Strategy"","" Business Transformation"","" Collaboration"","" Entrepreneurship"","" People Development"","" Organizational Development""}",4.8,1200.0,Beginner , 1 - 3 Months,"['Critical Thinking', 'Innovation', 'Leadership and Management', 'Problem Solving', 'Strategy', 'Business Transformation', 'Collaboration', 'Entrepreneurship', 'People Development', 'Organizational Development']",critical thinking | innovation | leadership and management | problem solving | strategy | business transformation | collaboration | entrepreneurship | people development | organizational development,"['critical thinking', 'leadership and management', 'problem solving', 'strategy']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Financial Accounting Fundamentals,"{"" Account Management"","" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Financial Management"","" Payments""}",4.8,2500.0,Beginner , 1 - 3 Months,"['Account Management', 'Accounting', 'Accounts Payable and Receivable', 'Finance', 'Financial Accounting', 'Financial Analysis', 'General Accounting', 'Generally Accepted Accounting Principles (GAAP)', 'Financial Management', 'Payments']",account management | accounting | accounts payable and receivable | finance | financial accounting | financial analysis | general accounting | generally accepted accounting principles (gaap) | financial management | payments,['finance'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Strategy,"{"" Marketing"","" Market Analysis"","" Strategy"","" Marketing Management"","" Market Research"","" Product Marketing"","" Brand Management"","" Customer Analysis"","" Media Strategy & Planning"","" Product Strategy"","" Strategy and Operations"","" People Analysis"","" Decision Making"","" Behavioral Economics"","" Customer Success"","" Process Analysis"","" Product Management"","" Data Analysis"","" Planning"","" Product Development"","" Communication""}",4.5,5800.0,Beginner , 3 - 6 Months,"['Marketing', 'Market Analysis', 'Strategy', 'Marketing Management', 'Market Research', 'Product Marketing', 'Brand Management', 'Customer Analysis', 'Media Strategy & Planning', 'Product Strategy', 'Strategy and Operations', 'People Analysis', 'Decision Making', 'Behavioral Economics', 'Customer Success', 'Process Analysis', 'Product Management', 'Data Analysis', 'Planning', 'Product Development', 'Communication']",marketing | market analysis | strategy | marketing management | market research | product marketing | brand management | customer analysis | media strategy & planning | product strategy | strategy and operations | people analysis | decision making | behavioral economics | customer success | process analysis | product management | data analysis | planning | product development | communication,"['marketing', 'strategy', 'strategy and operations', 'decision making', 'data analysis', 'planning', 'communication']",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
Science of Exercise,"{"" Health"","" Training""}",4.8,4400.0,Beginner , 1 - 4 Weeks,"['Health', 'Training']",health | training,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Visualization with Python,"{"" Data Visualization"","" Python Programming"","" Statistical Programming"","" Statistical Visualization"","" Plot (Graphics)"","" Computer Programming""}",4.5,11300.0,Intermediate , 1 - 3 Months,"['Data Visualization', 'Python Programming', 'Statistical Programming', 'Statistical Visualization', 'Plot (Graphics)', 'Computer Programming']",data visualization | python programming | statistical programming | statistical visualization | plot (graphics) | computer programming,"['python programming', 'computer programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C Programming with Linux,"{"" Computer Programming"","" Computer Programming Tools"","" Linux""}",4.6,258.0,Beginner , 3 - 6 Months,"['Computer Programming', 'Computer Programming Tools', 'Linux']",computer programming | computer programming tools | linux,['computer programming'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cybersecurity Attack and Defense Fundamentals,"{"" Network Security"","" Security Engineering"","" System Security"","" Computer Networking"","" Computer Security Incident Management"","" Software Security"","" Computer Security Models"","" Mobile Security"","" Cyberattacks"","" Security Software"","" Internet Of Things"","" Network Architecture"","" Cloud Computing"","" Critical Thinking"","" Kubernetes"","" Regulations and Compliance""}",4.6,279.0,Beginner , 3 - 6 Months,"['Network Security', 'Security Engineering', 'System Security', 'Computer Networking', 'Computer Security Incident Management', 'Software Security', 'Computer Security Models', 'Mobile Security', 'Cyberattacks', 'Security Software', 'Internet Of Things', 'Network Architecture', 'Cloud Computing', 'Critical Thinking', 'Kubernetes', 'Regulations and Compliance']",network security | security engineering | system security | computer networking | computer security incident management | software security | computer security models | mobile security | cyberattacks | security software | internet of things | network architecture | cloud computing | critical thinking | kubernetes | regulations and compliance,"['cloud computing', 'critical thinking']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports Performance Analytics,"{"" Data Analysis"","" Python Programming"","" Statistical Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Programming"","" Regression"","" Exploratory Data Analysis"","" Statistical Tests"","" Basic Descriptive Statistics"","" Correlation And Dependence"","" Machine Learning Algorithms""}",4.5,206.0,Intermediate , 3 - 6 Months,"['Data Analysis', 'Python Programming', 'Statistical Analysis', 'General Statistics', 'Probability & Statistics', 'Statistical Programming', 'Regression', 'Exploratory Data Analysis', 'Statistical Tests', 'Basic Descriptive Statistics', 'Correlation And Dependence', 'Machine Learning Algorithms']",data analysis | python programming | statistical analysis | general statistics | probability & statistics | statistical programming | regression | exploratory data analysis | statistical tests | basic descriptive statistics | correlation and dependence | machine learning algorithms,"['data analysis', 'python programming', 'probability & statistics', 'machine learning algorithms']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Marketing en redes sociales de Meta,"{"" Communication"","" Marketing"","" Social Media"","" Advertising"","" Marketing Management"","" Strategy"","" Media Strategy & Planning"","" Market Analysis"","" Strategy and Operations"","" Leadership and Management"","" Product Marketing"","" Brand Management"","" Marketing Design"","" Digital Marketing"","" E-Commerce"","" Decision Making"","" Influencing"","" Public Relations"","" Planning"","" User Experience"","" Budget Management"","" Business Analysis"","" Entrepreneurship"","" Market Research"","" Statistical Analysis"","" Emotional Intelligence""}",4.9,885.0,Beginner , 3 - 6 Months,"['Communication', 'Marketing', 'Social Media', 'Advertising', 'Marketing Management', 'Strategy', 'Media Strategy & Planning', 'Market Analysis', 'Strategy and Operations', 'Leadership and Management', 'Product Marketing', 'Brand Management', 'Marketing Design', 'Digital Marketing', 'E-Commerce', 'Decision Making', 'Influencing', 'Public Relations', 'Planning', 'User Experience', 'Budget Management', 'Business Analysis', 'Entrepreneurship', 'Market Research', 'Statistical Analysis', 'Emotional Intelligence']",communication | marketing | social media | advertising | marketing management | strategy | media strategy & planning | market analysis | strategy and operations | leadership and management | product marketing | brand management | marketing design | digital marketing | e-commerce | decision making | influencing | public relations | planning | user experience | budget management | business analysis | entrepreneurship | market research | statistical analysis | emotional intelligence,"['communication', 'marketing', 'strategy', 'strategy and operations', 'leadership and management', 'decision making', 'planning', 'business analysis']",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
