course_title,rating,review_count,skills_list,platform,level,duration,skills_text,internet of things,microsoft excel,python programming,securities trading,google app engine,microsoft azure,javascript,java programming,basic descriptive statistics,database application,financial analysis,financial accounting,financial management,c programming language family,cloud api,sql,power bi,natural language processing,html and css,react,game theory,google cloud platform,software testing,application development,website
Learn MATLAB with Image Processing from scratch!,4.8,718.0,"['user experience design', 'internet of things', 'user experience', 'matlab']",udemy,2,3.5,user experience design | internet of things | user experience | matlab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISO 9001:2015-Quality Management System Implementation&Audit,3.7,716.0,"['audit', 'system programming', 'system security', 'system software']",udemy,0,4.0,audit | system programming | system security | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft Power BI - Data Modeling & Data Manipulation,4.5,716.0,"['power bi', 'business intelligence', 'microsoft azure', 'microsoft excel']",udemy,2,10.5,power bi | business intelligence | microsoft azure | microsoft excel,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
How to Succeed with Kindle Short Reads,4.4,715.0,['amazon web services'],udemy,0,1.0,amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Guide To Analyzing Single Family Rental Homes,4.8,715.0,['c programming language family'],udemy,1,6.0,c programming language family,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creative Real Estate Investing & Flipping Houses,4.4,713.0,"['people development', 'people analysis', 'cash management', 'people management']",udemy,1,13.0,people development | people analysis | cash management | people management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leadership, management & entrepreneurship in the 21 Century",4.6,712.0,"['leadership development', 'internet of things', 'leadership and management', 'entrepreneurship']",udemy,0,7.5,leadership development | internet of things | leadership and management | entrepreneurship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning 101 with Scikit-learn and StatsModels,4.8,709.0,"['machine learning', 'applied machine learning', 'linear algebra', 'machine learning software', 'statistical machine learning', 'machine learning algorithms', 'regression']",udemy,0,5.5,machine learning | applied machine learning | linear algebra | machine learning software | statistical machine learning | machine learning algorithms | regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Networking Growth Hacks: Take Your Career to the Next Level,4.0,707.0,"['media production', 'customer relationship management', 'supplier relationship management', 'social media', 'media strategy & planning']",udemy,0,3.5,media production | customer relationship management | supplier relationship management | social media | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Guide to Corporate Governance,4.3,707.0,['internet of things'],udemy,0,2.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Certified Strategic HR Management, Prep CHRL, CHRP, SPHRi",4.1,701.0,"['human resources', 'human learning', 'human resources operations', 'human computer interaction', 'internet of things', 'hr tech', 'human factors']",udemy,0,4.5,human resources | human learning | human resources operations | human computer interaction | internet of things | hr tech | human factors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Certified Strategy Professional (CSP),4.4,701.0,"['strategy and operations', 'product strategy', 'strategy', 'google app engine', 'security strategy', 'media strategy & planning']",udemy,0,6.5,strategy and operations | product strategy | strategy | google app engine | security strategy | media strategy & planning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Diploma in Office Administration Management,3.9,702.0,"['internet of things', 'banking']",udemy,0,1.0,internet of things | banking,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Construction Cost Estimating and Management,4.6,700.0,['budget management'],udemy,0,4.0,budget management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS Excel Exam Guide: Analyzing and Visualizing Data,4.5,697.0,"['microsoft azure', 'microsoft excel']",udemy,1,4.0,microsoft azure | microsoft excel,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The STATA OMNIBUS: Regression and Modelling with STATA,4.5,694.0,"['linear algebra', 'regression']",udemy,1,19.5,linear algebra | regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBA -The Business fundamentals + 30 hrs of business concepts,4.5,691.0,['internet of things'],udemy,0,30.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Supply Chain Analytics using Microsoft Excel,4.5,691.0,"['supply chain systems', 'basic descriptive statistics', 'supply chain and logistics']",udemy,1,5.0,supply chain systems | basic descriptive statistics | supply chain and logistics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Valves : Principles , Operation & Designs",4.6,689.0,"['system programming', 'internet of things', 'system security', 'system software']",udemy,0,4.5,system programming | internet of things | system security | system software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Management for leaders: Lead like a lion,4.5,688.0,"['other programming languages', 'human resources', 'human learning', 'leadership development', 'human resources operations', 'human computer interaction', 'internet of things', 'other web frameworks', 'other cloud platforms and tools', 'human factors', 'marketing psychology', 'business psychology', 'leadership and management', 'change management']",udemy,0,2.5,other programming languages | human resources | human learning | leadership development | human resources operations | human computer interaction | internet of things | other web frameworks | other cloud platforms and tools | human factors | marketing psychology | business psychology | leadership and management | change management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joke Writing Made Simple,4.8,685.0,"['system programming', 'people development', 'system software', 'people management', 'writing', 'people analysis', 'system security']",udemy,0,2.5,system programming | people development | system software | people management | writing | people analysis | system security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bounce Back From Failure & Turn Conflict into Collaboration,4.3,682.0,"['internet of things', 'conflict management']",udemy,0,1.0,internet of things | conflict management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost Reduction: Cut Costs and Maximise Profits,4.6,681.0,"['cost accounting', 'dimensionality reduction']",udemy,0,2.5,cost accounting | dimensionality reduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Tips: Product Management,4.7,682.0,"['customer success', 'innovation']",udemy,1,2.5,customer success | innovation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supply Chain Management : Inventory Management and Control,4.2,680.0,"['warehouse management', 'inventory management', 'supply chain systems', 'supply chain and logistics']",udemy,0,3.5,warehouse management | inventory management | supply chain systems | supply chain and logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Google BiqQuery Masterclass: Beginner to Expert,4.1,680.0,"['big data', 'google app engine', 'google cloud platform', 'sql']",udemy,0,8.5,big data | google app engine | google cloud platform | sql,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MicroStrategy for Business Intelligence- The Complete Course,4.5,680.0,"['emotional intelligence', 'business intelligence']",udemy,1,3.0,emotional intelligence | business intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RISK MANAGEMENT for Supply Chain and Procurement specialists,4.4,678.0,"['procurement', 'supply chain systems', 'supply chain and logistics']",udemy,2,1.0,procurement | supply chain systems | supply chain and logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisis Intervention Seminar,4.7,675.0,"['internet of things', 'clinical data management']",udemy,0,2.5,internet of things | clinical data management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Create Make build an Online Ecommerce Store Website,4.7,671.0,"['retail store operations', 'website']",udemy,0,4.0,retail store operations | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
How to Create Low and No Content Amazon KDP Books,4.5,669.0,['amazon web services'],udemy,1,5.5,amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Managing Difficult Meeting Participants,4.3,667.0,"['other cloud platforms and tools', 'internet of things', 'other programming languages', 'other web frameworks']",udemy,2,31.0,other cloud platforms and tools | internet of things | other programming languages | other web frameworks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Continuous Improvement Tools,4.5,666.0,"['customer success', 'customer relationship management', 'operational analysis', 'customer analysis', 'customer support']",udemy,0,9.5,customer success | customer relationship management | operational analysis | customer analysis | customer support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communicate Like a CEO,4.5,484.0,"['communication', 'business communication', 'c programming language family', 'leadership development', 'leadership and management']",udemy,1,30.0,communication | business communication | c programming language family | leadership development | leadership and management,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
New Virtual Assistants: Launch Your Business Blueprint,4.5,664.0,['cloud clients'],udemy,1,2.5,cloud clients,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Management Consulting Productivity Hacks,4.3,664.0,['internet of things'],udemy,2,3.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Essential Statistics for Data Analysis,4.6,662.0,"['probability & statistics', 'regression', 'statistical tests', 'probability distribution']",udemy,0,8.0,probability & statistics | regression | statistical tests | probability distribution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agile Project Management | Agile Delivery | Agile Teams,4.3,661.0,['agile software development'],udemy,0,3.5,agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT/NON-IT Recruiter Training to become a Recruiter (Junior),4.2,660.0,"['recruitment', 'search engine optimization']",udemy,0,11.5,recruitment | search engine optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sustainability: Impact, Value (s), Innovation, and Growth",4.2,660.0,"['human resources operations', 'human resources']",udemy,0,2.0,human resources operations | human resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trends of the Future for Business & Technology (2020 Update),4.2,657.0,['internet of things'],udemy,0,4.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Certified Performance Management Professional (CPMP),4.1,658.0,"['internet of things', 'google app engine', 'performance management']",udemy,0,6.5,internet of things | google app engine | performance management,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Google Slides Course - Create Stunning Slides,4.3,656.0,"['google app engine', 'google cloud platform']",udemy,0,4.5,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Project Management Skills #1 - Financial Appraisal with NPV,4.8,656.0,"['financial management', 'financial accounting', 'financial analysis']",udemy,0,1.0,financial management | financial accounting | financial analysis,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Make Money Selling Low Content Books On Amazon, No Writing",4.3,656.0,['writing'],udemy,0,3.0,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Construction Claims - Master Foundation Course,3.9,655.0,['internet of things'],udemy,1,1.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Become QlikView Designer from Scratch,4.1,654.0,"['database application', 'application development']",udemy,1,6.0,database application | application development,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Influence and Persuasion skills,4.4,653.0,['internet of things'],udemy,0,1.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intellectual Property Security Awareness,4.8,651.0,"['media production', 'media strategy & planning', 'social media']",udemy,0,1.0,media production | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make Money From Home As a Transcriptionist: 10 Opportunities,3.7,651.0,['decision making'],udemy,0,1.0,decision making,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Business of Logistics in Supply Chain Management,4.2,651.0,"['supply chain systems', 'supply chain and logistics']",udemy,0,1.5,supply chain systems | supply chain and logistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run a Social Media Marketing Online Business,4.3,650.0,"['media production', 'media strategy & planning', 'social media']",udemy,0,9.0,media production | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medical Devices Quality Management System - ISO 13485:2016,4.0,651.0,"['internet of things', 'database application', 'application development']",udemy,1,1.5,internet of things | database application | application development,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ISO 13485 Demystified - Medical Devices' QMS 360° Insights,4.1,649.0,"['internet of things', 'deep learning', 'basic descriptive statistics']",udemy,0,3.0,internet of things | deep learning | basic descriptive statistics,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Communication Skills: Emotional Intelligence Coaching,4.6,650.0,"['emotional intelligence', 'customer success', 'business intelligence', 'communication', 'business communication']",udemy,2,4.5,emotional intelligence | customer success | business intelligence | communication | business communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HR Analytics Master Course with Excel, Python and R",4.2,646.0,['hr tech'],udemy,0,13.0,hr tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Performance Management: Objective setting for NEW MANAGERS,4.5,646.0,['performance management'],udemy,1,1.0,performance management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Management for PMI Certification,4.7,645.0,['risk management'],udemy,2,13.0,risk management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Law of Contracts in 60 Minutes: A Fast Track Course,4.1,645.0,['internet of things'],udemy,2,3.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workplace Communication:  Business Presentations Pro Skills!,4.5,644.0,['public relations'],udemy,0,2.0,public relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forecasting and Time Series Analysis in Tableau,4.6,641.0,"['tableau software', 'r programming']",udemy,2,4.0,tableau software | r programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sitecore 10 Content Editing Basics Step-by-Step,4.6,641.0,['video'],udemy,1,4.5,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change Management for Executives. People Leaders. and PM's,4.4,640.0,"['leadership development', 'leadership and management', 'change management']",udemy,1,1.5,leadership development | leadership and management | change management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talent Management basics: learn modern Human Resources (HR),4.0,639.0,"['talent management', 'hr tech']",udemy,0,1.5,talent management | hr tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtual Transaction Coordinator for Real Estate Agents,4.7,638.0,['cloud clients'],udemy,0,3.0,cloud clients,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear of Public Speaking: Never Fear Public Speaking Again,4.1,636.0,['public relations'],udemy,0,1.0,public relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successfully leading through change and uncertainty,4.1,636.0,"['leadership development', 'leadership and management']",udemy,0,41.0,leadership development | leadership and management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISO 45001 Occupational Safety & Health Management System,4.5,636.0,['internet of things'],udemy,0,2.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lean Recruiting Toolkit - Advanced Recruitment Strategy,4.5,636.0,['talent management'],udemy,0,4.5,talent management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMP® Certification 2023: Exam Flashcards,4.4,635.0,['agile software development'],udemy,0,4.5,agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effective Agile Leadership: Lessons From The Corporate Scrum,4.1,632.0,['agile software development'],udemy,0,7.5,agile software development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Step-By-Step Guide To Picking Your First Amazon FBA Product,3.6,632.0,"['internet of things', 'cross platform development', 'google cloud platform', 'amazon web services']",udemy,1,6.0,internet of things | cross platform development | google cloud platform | amazon web services,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Recurring Digital Payment, PayPal, ACH(NACHA/Direct Debit)",4.5,630.0,"['payments', 'digital marketing']",udemy,0,3.5,payments | digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISO 22000 (HACCP and PRPs) for Food Safety,4.3,630.0,"['cloud standards', 'risk management']",udemy,0,2.0,cloud standards | risk management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climate Change Risk Management,4.2,630.0,['change management'],udemy,0,34.0,change management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Professional Podcast Production, Editing & Blueprint",4.2,630.0,"['survey creation', 'wordpress', 'website']",udemy,0,4.5,survey creation | wordpress | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Agile With Scrum Master Class: Advanced Techniques,4.2,628.0,['scrum'],udemy,2,1.0,scrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
